#{"t_start": 1616435654.7412186, "env_id": null}
r,l,t
-0.857143,7,85.659798
-0.904762,5,85.697109
-0.690476,14,85.803851
-9.761905,11,85.88732
1.071429,4,85.913637
-0.880952,6,85.95974
-0.809524,9,86.028815
-9.809524,9,86.097453
-0.833333,8,86.156784
-0.928571,4,86.185642
-9.690476,14,86.292973
-0.904762,5,86.332978
-0.809524,9,86.404449
-0.738095,12,86.501512
-0.880952,6,86.669223
1.238095,11,86.751889
-0.928571,4,86.786062
-0.880952,6,86.836261
-0.809524,9,86.908618
-9.761905,11,86.989589
-0.833333,8,87.049925
-0.880952,6,87.097538
-0.738095,12,87.188174
-0.857143,7,87.247693
-0.880952,6,87.293682
-0.928571,4,87.323255
-0.714286,13,87.422844
-0.738095,12,87.519324
-9.690476,14,87.623982
-0.761905,11,87.720928
-0.761905,11,87.811574
-0.857143,7,87.876202
-0.904762,5,87.920091
-0.761905,11,88.010322
-0.833333,8,88.075743
-0.690476,14,88.185036
-9.690476,14,88.296165
-9.666667,15,88.411942
-0.761905,11,88.498467
-0.714286,13,88.598956
-0.928571,4,88.629275
-0.833333,8,88.689199
-0.738095,12,88.90544
-0.809524,9,88.970819
-9.761905,11,89.050307
-0.880952,6,89.094578
-9.714286,13,89.185503
-0.785714,10,89.260586
-0.833333,8,89.320259
-0.928571,4,89.350105
-0.857143,7,89.404464
-0.761905,11,89.486176
-0.904762,5,89.521594
-0.809524,9,89.587748
-0.738095,12,89.674473
-0.785714,10,89.748394
-0.714286,13,89.842382
1.166667,8,89.900038
-0.761905,11,89.984674
-0.880952,6,90.032356
-9.666667,15,90.137259
-0.738095,12,90.223699
-9.809524,9,90.288601
-0.809524,9,90.358984
-0.833333,8,90.418211
-0.785714,10,90.494739
-0.880952,6,90.5435
-0.761905,11,90.629381
-0.738095,12,90.840358
-0.809524,9,90.908551
-9.857143,7,90.961497
-9.690476,14,91.061646
-0.880952,6,91.106921
-0.857143,7,91.16152
-0.785714,10,91.237329
-9.738095,12,91.327205
1.333333,15,91.431419
-0.928571,4,91.458924
-0.809524,9,91.528829
-0.880952,6,91.575708
-0.738095,12,91.666577
-0.857143,7,91.7215
-0.809524,9,91.790016
-0.785714,10,91.86634
-9.666667,15,91.973208
-9.738095,12,92.056751
-0.880952,6,92.103891
-0.666667,15,92.215386
-0.833333,8,92.274947
-0.690476,14,92.382078
-0.785714,10,92.457754
-0.928571,4,92.488652
-9.666667,15,92.596578
-0.904762,5,92.638146
-0.809524,9,92.705182
-0.928571,4,92.735101
-0.833333,8,92.917382
-0.833333,8,92.980053
-0.833333,8,93.040453
-0.809524,9,93.107063
-9.714286,13,93.196681
-0.809524,9,93.265836
-0.857143,7,93.3186
-0.761905,11,93.405764
-0.880952,6,93.452282
-0.761905,11,93.535034
-0.666667,15,93.647001
-0.738095,12,93.737679
-9.714286,13,93.830801
-0.785714,10,93.904011
-0.857143,7,93.95691
-9.714286,13,94.052088
-0.833333,8,94.111056
-0.785714,10,94.187567
-0.809524,9,94.256705
-9.714286,13,94.359472
-0.904762,5,94.39989
-0.690476,14,94.5015
-0.833333,8,94.563097
-0.809524,9,94.631764
1.190476,9,94.697598
-0.928571,4,94.725946
-0.666667,15,94.95971
-0.738095,12,95.049036
-0.833333,8,95.109905
-0.880952,6,95.155566
-0.880952,6,95.20196
-0.809524,9,95.270932
-0.666667,15,95.38357
-0.857143,7,95.439449
-9.642857,16,95.558134
-0.857143,7,95.620044
-0.833333,8,95.693698
-0.857143,7,95.759293
-0.785714,10,95.850183
-0.833333,8,95.918731
1.261905,12,96.012795
-9.761905,11,96.093161
-0.857143,7,96.146777
-0.928571,4,96.180585
-0.690476,14,96.289301
-0.761905,11,96.373324
-0.761905,11,96.458841
-0.809524,9,96.527715
-0.880952,6,96.578232
-0.833333,8,96.648966
-0.761905,11,96.740608
-9.714286,13,96.83467
-0.857143,7,96.888778
-0.809524,9,97.077472
-9.666667,15,97.183553
-0.833333,8,97.249094
-0.785714,10,97.32632
-0.833333,8,97.386804
-0.785714,10,97.465825
-0.714286,13,97.56505
-0.904762,5,97.604786
-0.761905,11,97.698214
-0.738095,12,97.794472
-0.833333,8,97.860286
-0.785714,10,97.938741
-0.904762,5,97.981952
-9.714286,13,98.085917
-0.928571,4,98.1165
-9.738095,12,98.21044
1.261905,12,98.304787
-9.666667,15,98.430557
-0.809524,9,98.50618
-0.880952,6,98.559698
-9.738095,12,98.649504
-0.595238,18,98.791096
-9.880952,6,98.835048
-0.690476,14,98.949792
-0.833333,8,99.016216
-0.928571,4,99.04799
-0.761905,11,99.310686
-0.904762,5,99.35419
-0.785714,10,99.439805
-0.761905,11,99.533132
-0.857143,7,99.59308
-0.928571,4,99.62832
-0.642857,16,99.749148
-0.761905,11,99.834031
-0.642857,16,99.956681
-0.857143,7,100.012306
-0.809524,9,100.082436
-0.904762,5,100.11873
-0.833333,8,100.189772
-0.785714,10,100.287824
-0.928571,4,100.323903
-0.928571,4,100.356967
-0.809524,9,100.437424
-0.761905,11,100.532675
-0.880952,6,100.587117
-0.809524,9,100.666407
-0.809524,9,100.744679
-0.833333,8,100.813302
-0.809524,9,100.889602
-0.761905,11,100.980155
-0.785714,10,101.064251
-0.857143,7,101.12766
-0.833333,8,101.203687
-0.761905,11,101.305872
-0.857143,7,101.365664
-0.785714,10,101.597973
-0.690476,14,101.717569
-0.738095,12,101.834776
-0.928571,4,101.878435
-0.880952,6,101.934729
-0.928571,4,101.977641
-0.809524,9,102.067026
-9.619048,17,102.227284
-0.880952,6,102.287889
-0.833333,8,102.367092
-9.666667,15,102.50517
-0.785714,10,102.610141
-9.880952,6,102.662133
-0.785714,10,102.760077
-0.857143,7,102.825603
-0.809524,9,102.916153
-0.761905,11,103.037186
-0.738095,12,103.154526
-0.880952,6,103.21202
-0.928571,4,103.249638
-0.785714,10,103.340974
-0.738095,12,103.450508
-0.904762,5,103.494996
-0.761905,11,103.599968
-0.833333,8,103.674643
-0.738095,12,103.781148
-0.809524,9,103.864593
-0.809524,9,103.947002
-0.928571,4,103.983182
-9.761905,11,104.245437
-0.833333,8,104.318899
-0.833333,8,104.398049
-0.880952,6,104.456878
-0.857143,7,104.51802
-9.738095,12,104.627998
-0.666667,15,104.773955
-0.761905,11,104.87074
-9.809524,9,104.945138
1.333333,15,105.078225
-0.833333,8,105.151845
-0.761905,11,105.249674
-9.666667,15,105.382804
-0.857143,7,105.452469
-0.928571,4,105.497362
-0.738095,12,105.610483
-9.690476,14,105.736301
-9.761905,11,105.831062
-0.738095,12,105.942991
-0.880952,6,105.998177
-0.857143,7,106.06041
-0.714286,13,106.168415
-0.928571,4,106.201219
-0.809524,9,106.369292
-9.666667,15,106.491558
-0.785714,10,106.575795
-0.738095,12,106.826704
-0.880952,6,106.876259
-0.738095,12,106.987117
-0.761905,11,107.085027
-0.833333,8,107.15073
-9.761905,11,107.240646
-0.809524,9,107.314477
-0.904762,5,107.357002
-0.857143,7,107.417331
-0.809524,9,107.494351
-0.785714,10,107.589334
-0.761905,11,107.68661
-0.904762,5,107.728813
-0.809524,9,107.803656
-0.833333,8,107.872977
-0.761905,11,107.966121
-0.833333,8,108.036882
-0.785714,10,108.121748
-9.761905,11,108.209914
-0.761905,11,108.303575
-0.880952,6,108.357711
-0.904762,5,108.398438
-0.857143,7,108.455242
-0.761905,11,108.54874
-0.785714,10,108.634712
-0.785714,10,108.723164
-0.833333,8,108.789615
-0.785714,10,108.87496
-0.714286,13,109.131654
-0.880952,6,109.194825
-0.880952,6,109.25208
-0.785714,10,109.343265
-0.833333,8,109.415381
-0.857143,7,109.475264
-0.833333,8,109.547386
-0.809524,9,109.626294
-9.833333,8,109.696676
-0.761905,11,109.788824
-0.738095,12,109.888797
1.190476,9,109.959795
1.071429,4,109.989621
-9.666667,15,110.11095
1.214286,10,110.19593
-0.833333,8,110.261137
-0.857143,7,110.328061
-0.857143,7,110.388876
-0.785714,10,110.472101
-0.738095,12,110.577273
-0.714286,13,110.685624
-9.714286,13,110.791667
-0.738095,12,110.895272
-9.738095,12,110.991615
-0.738095,12,111.098618
-0.761905,11,111.194953
-9.833333,8,111.260106
-0.785714,10,111.496604
-0.761905,11,111.589081
-0.785714,10,111.672551
-0.809524,9,111.749509
-0.785714,10,111.83361
-0.690476,14,111.947625
-0.928571,4,111.977366
-0.880952,6,112.026811
-0.785714,10,112.117923
-0.857143,7,112.174867
-0.761905,11,112.272828
-0.809524,9,112.34898
-9.785714,10,112.430148
-0.880952,6,112.479858
-0.857143,7,112.545703
-0.809524,9,112.624589
-0.880952,6,112.673359
-0.714286,13,112.7894
-0.809524,9,112.865022
-0.666667,15,112.999709
-0.880952,6,113.060178
-0.690476,14,113.177209
-9.714286,13,113.283351
-9.809524,9,113.35785
-0.928571,4,113.394328
-0.785714,10,113.476831
-0.928571,4,113.508269
-0.809524,9,113.590319
-0.738095,12,113.839705
-0.857143,7,113.902948
-0.928571,4,113.934875
-0.690476,14,114.053147
-0.809524,9,114.13274
-0.833333,8,114.201364
-0.714286,13,114.317225
-0.833333,8,114.388987
-0.880952,6,114.438839
-0.785714,10,114.525465
-0.761905,11,114.624393
-0.809524,9,114.696063
-0.785714,10,114.779781
-9.738095,12,114.89039
-9.714286,13,115.012474
-0.857143,7,115.073514
-0.928571,4,115.114281
-9.738095,12,115.225428
-0.738095,12,115.342252
-0.809524,9,115.42835
-0.761905,11,115.528374
-9.809524,9,115.618078
-0.809524,9,115.698862
-9.642857,16,115.841423
-0.904762,5,115.889325
-9.761905,11,115.971647
-0.833333,8,116.180469
-0.761905,11,116.278654
-0.785714,10,116.373579
-0.714286,13,116.492647
-9.690476,14,116.616469
-0.785714,10,116.707659
-0.738095,12,116.812739
-9.761905,11,116.905062
-0.785714,10,116.988541
-0.809524,9,117.064026
-0.833333,8,117.132153
-0.738095,12,117.234523
-0.880952,6,117.28313
-0.857143,7,117.343169
-9.785714,10,117.421831
-0.761905,11,117.519118
-0.928571,4,117.555111
-0.785714,10,117.643296
-0.833333,8,117.713711
-0.857143,7,117.77346
-9.738095,12,117.866776
-0.833333,8,117.936671
-0.785714,10,118.027168
-0.833333,8,118.09429
-0.857143,7,118.154819
-0.857143,7,118.213838
-0.833333,8,118.280869
-0.785714,10,118.366959
-0.833333,8,118.587646
-0.904762,5,118.636593
-0.809524,9,118.721084
-9.833333,8,118.79299
-0.809524,9,118.87719
-0.666667,15,119.027367
-0.833333,8,119.103005
-0.785714,10,119.198264
-0.904762,5,119.248376
-0.761905,11,119.355518
-0.880952,6,119.411065
-0.785714,10,119.506416
-0.785714,10,119.592124
-0.833333,8,119.661374
-0.857143,7,119.719489
-0.666667,15,119.851742
-0.880952,6,119.906503
-0.857143,7,119.969248
-0.904762,5,120.012823
-0.833333,8,120.086855
-0.809524,9,120.164159
-0.714286,13,120.283744
-0.833333,8,120.355472
-9.785714,10,120.438738
-0.785714,10,120.530072
-0.833333,8,120.607098
-0.738095,12,120.711663
-0.833333,8,120.781398
-0.833333,8,120.854748
-0.785714,10,121.106466
-0.809524,9,121.189428
-0.666667,15,121.322839
-9.809524,9,121.4017
-0.785714,10,121.49474
-0.928571,4,121.534778
-0.761905,11,121.640224
-0.833333,8,121.71229
-0.714286,13,121.830987
-0.761905,11,121.931668
-0.714286,13,122.038382
-0.761905,11,122.139112
-0.833333,8,122.205305
-9.833333,8,122.269938
-0.833333,8,122.33903
-0.809524,9,122.424015
-0.714286,13,122.542195
-0.809524,9,122.616187
-0.809524,9,122.697306
-9.761905,11,122.786672
-0.880952,6,122.838275
-0.904762,5,122.881413
-0.880952,6,122.935024
-0.738095,12,123.034697
-0.857143,7,123.094506
-0.809524,9,123.170822
-0.857143,7,123.229166
-0.738095,12,123.505257
-0.857143,7,123.565023
-0.833333,8,123.639683
-0.857143,7,123.709182
-0.761905,11,123.814297
-0.928571,4,123.848723
-9.714286,13,123.970735
-0.833333,8,124.049807
-0.833333,8,124.12529
-0.809524,9,124.209595
-9.857143,7,124.268451
-0.880952,6,124.326067
-0.880952,6,124.380174
-0.761905,11,124.480998
-0.833333,8,124.553483
-0.761905,11,124.650826
-0.714286,13,124.770652
-9.690476,14,124.887375
-9.642857,16,125.02763
-0.619048,17,125.180616
-0.904762,5,125.230049
1.285714,13,125.347224
-0.928571,4,125.389358
-0.880952,6,125.443794
-9.761905,11,125.536566
-0.809524,9,125.624023
-0.738095,12,125.726769
-0.904762,5,125.771093
-0.738095,12,126.015067
-0.761905,11,126.105113
-0.833333,8,126.175998
-0.857143,7,126.237993
-0.928571,4,126.271299
-9.666667,15,126.39232
-0.785714,10,126.48127
-0.809524,9,126.551697
-0.785714,10,126.634861
-0.928571,4,126.672556
1.238095,11,126.75601
-0.714286,13,126.869738
-9.880952,6,126.919099
-0.904762,5,126.960571
-0.880952,6,127.01261
-0.761905,11,127.103251
-9.809524,9,127.179665
-0.738095,12,127.281026
-0.761905,11,127.374522
-0.928571,4,127.404645
-0.809524,9,127.481344
-0.904762,5,127.526638
-0.833333,8,127.59653
-0.928571,4,127.631494
-0.785714,10,127.719076
-0.761905,11,127.811668
-9.690476,14,127.925951
-0.785714,10,128.017626
-0.809524,9,128.237376
-0.714286,13,128.34853
-0.761905,11,128.445336
-0.738095,12,128.545959
-0.857143,7,128.604423
-0.928571,4,128.641157
-0.761905,11,128.731617
-0.880952,6,128.782091
-9.690476,14,128.896639
-0.833333,8,128.968888
-0.738095,12,129.071112
-0.785714,10,129.166257
-9.690476,14,129.287791
-9.714286,13,129.404283
-0.714286,13,129.530476
-9.761905,11,129.651963
-0.714286,13,129.79946
-0.714286,13,129.914068
-0.714286,13,130.030055
-0.904762,5,130.076052
-9.714286,13,130.190495
-0.833333,8,130.262523
-0.857143,7,130.325589
-0.690476,14,130.444093
-9.738095,12,130.720201
-0.857143,7,130.781452
-0.738095,12,130.892952
-0.880952,6,130.948372
-0.761905,11,131.049053
-0.714286,13,131.174573
-0.833333,8,131.245682
-0.904762,5,131.290705
-0.809524,9,131.372126
-0.904762,5,131.418464
-9.761905,11,131.510777
-0.857143,7,131.57453
-0.928571,4,131.611128
-9.738095,12,131.725708
-0.785714,10,131.816022
-0.857143,7,131.882969
-0.833333,8,131.956744
-0.857143,7,132.030747
-9.809524,9,132.106408
-0.833333,8,132.181817
-0.904762,5,132.226573
-0.785714,10,132.319777
-0.857143,7,132.382774
-0.809524,9,132.462952
-0.761905,11,132.559744
-0.857143,7,132.623867
-9.738095,12,132.721745
-0.738095,12,132.825062
-0.714286,13,132.937702
-0.833333,8,133.015481
-0.761905,11,133.276278
-0.928571,4,133.310848
-0.738095,12,133.41507
-0.809524,9,133.498901
-0.785714,10,133.585937
-0.928571,4,133.622226
-0.857143,7,133.690193
1.285714,13,133.803217
-0.785714,10,133.896609
-0.761905,11,133.994658
-0.785714,10,134.079742
-0.785714,10,134.178242
-0.833333,8,134.254287
-0.809524,9,134.346261
-0.857143,7,134.412452
-0.714286,13,134.535691
-0.833333,8,134.610502
-0.785714,10,134.703082
-0.809524,9,134.787238
-0.785714,10,134.871561
-0.785714,10,134.966946
-9.809524,9,135.035955
-0.857143,7,135.102309
-0.809524,9,135.187114
-0.928571,4,135.219071
-0.857143,7,135.279772
-0.880952,6,135.338306
-0.857143,7,135.398271
-0.785714,10,135.488283
-0.833333,8,135.709328
-0.857143,7,135.770765
-0.833333,8,135.843625
-9.785714,10,135.921719
-0.785714,10,136.010115
-0.833333,8,136.078014
-0.809524,9,136.156136
-0.738095,12,136.26448
-0.809524,9,136.341003
-0.904762,5,136.387838
-0.833333,8,136.461309
-0.857143,7,136.520197
-9.690476,14,136.634233
-0.904762,5,136.67406
-0.785714,10,136.75965
-0.714286,13,136.86607
-9.833333,8,136.930732
-0.809524,9,137.005621
-0.928571,4,137.041225
-0.738095,12,137.153003
-9.857143,7,137.209132
-0.833333,8,137.276489
-0.880952,6,137.323779
-0.738095,12,137.425031
-0.761905,11,137.512325
-0.880952,6,137.565792
-0.833333,8,137.634342
-0.857143,7,137.703363
-0.904762,5,137.753248
-0.833333,8,137.831219
-0.833333,8,138.086651
-0.833333,8,138.159981
-0.690476,14,138.286731
-0.857143,7,138.350597
-0.714286,13,138.461443
-0.738095,12,138.560622
-0.738095,12,138.673429
-0.928571,4,138.705768
-0.714286,13,138.822551
-0.904762,5,138.867835
-0.833333,8,138.940053
-0.809524,9,139.019155
-9.690476,14,139.141459
-0.904762,5,139.186729
-0.857143,7,139.254411
-0.785714,10,139.352481
-0.904762,5,139.396872
-0.666667,15,139.518941
-0.785714,10,139.609223
-9.880952,6,139.662401
-0.904762,5,139.706373
-0.833333,8,139.774847
-0.904762,5,139.81658
-0.880952,6,139.868823
-0.928571,4,139.908902
-9.714286,13,140.019383
-9.738095,12,140.130108
-0.833333,8,140.203279
-0.904762,5,140.247066
1.214286,10,140.337618
-0.809524,9,140.563917
-9.738095,12,140.662095
-0.761905,11,140.756217
-0.857143,7,140.813035
-0.880952,6,140.864143
-0.857143,7,140.925225
-0.714286,13,141.034764
-0.714286,13,141.145111
-0.857143,7,141.204928
-0.928571,4,141.236653
-0.880952,6,141.28679
-0.880952,6,141.345238
-0.833333,8,141.410769
-0.857143,7,141.472004
-0.785714,10,141.556592
-0.904762,5,141.597414
-0.880952,6,141.645663
-9.714286,13,141.752491
-0.904762,5,141.796771
-0.785714,10,141.883314
-0.809524,9,141.959942
-0.904762,5,142.005335
-0.857143,7,142.066405
-0.738095,12,142.172451
-0.761905,11,142.263649
-0.619048,17,142.397949
-0.904762,5,142.440225
-9.761905,11,142.532908
-0.785714,10,142.625617
-0.857143,7,142.830292
-9.642857,16,142.958162
-0.809524,9,143.04159
-0.904762,5,143.084777
1.261905,12,143.183279
-0.857143,7,143.241807
-9.761905,11,143.336751
-0.833333,8,143.403903
-0.833333,8,143.470123
-0.785714,10,143.552014
-0.904762,5,143.591079
-0.904762,5,143.635028
-0.690476,14,143.750029
-0.714286,13,143.854924
-0.833333,8,143.921497
-0.833333,8,143.990568
-0.857143,7,144.049245
-0.833333,8,144.11657
-0.809524,9,144.191094
-9.809524,9,144.266085
-0.904762,5,144.312171
-0.761905,11,144.403155
-0.833333,8,144.473644
-0.666667,15,144.596179
-0.738095,12,144.701225
-0.738095,12,144.806981
-0.714286,13,144.932966
-0.785714,10,145.177363
-0.785714,10,145.263337
-0.785714,10,145.353302
-9.833333,8,145.416178
-0.880952,6,145.467299
1.309524,14,145.586033
-9.880952,6,145.636377
-0.761905,11,145.732494
-0.809524,9,145.814913
1.261905,12,145.9175
-0.857143,7,145.978085
-0.809524,9,146.056478
-0.666667,15,146.182374
-0.809524,9,146.258739
-0.761905,11,146.35308
-0.880952,6,146.404122
-0.785714,10,146.485725
-0.880952,6,146.537514
-0.857143,7,146.59455
-0.785714,10,146.681371
-0.809524,9,146.759628
-0.738095,12,146.867768
-0.833333,8,146.945713
-9.761905,11,147.041389
-0.738095,12,147.157191
-0.857143,7,147.221034
-0.857143,7,147.285506
-0.928571,4,147.323696
1.285714,13,147.590415
-0.761905,11,147.681793
-0.809524,9,147.762045
-0.785714,10,147.84594
-9.785714,10,147.921318
-0.880952,6,147.974516
-0.857143,7,148.041577
-0.928571,4,148.074195
-9.761905,11,148.161552
-0.928571,4,148.194935
-0.928571,4,148.226226
-0.809524,9,148.30451
-0.761905,11,148.395846
-0.833333,8,148.464857
-9.809524,9,148.538855
1.261905,12,148.633163
1.190476,9,148.711096
-0.690476,14,148.825984
-9.642857,16,148.948585
-0.785714,10,149.035664
-0.880952,6,149.085681
-9.833333,8,149.153841
-0.833333,8,149.217737
-9.809524,9,149.292243
-0.904762,5,149.331893
-0.833333,8,149.395398
-0.857143,7,149.457034
-0.833333,8,149.531502
-0.785714,10,149.624662
-0.857143,7,149.841733
-9.714286,13,149.951887
-0.833333,8,150.020412
-0.857143,7,150.079406
-9.714286,13,150.183525
-0.880952,6,150.231409
-0.809524,9,150.308763
-0.761905,11,150.413845
-0.785714,10,150.500158
-9.619048,17,150.643162
-0.857143,7,150.703928
-0.809524,9,150.782228
-0.738095,12,150.889768
-0.761905,11,150.983746
-0.761905,11,151.07927
-0.785714,10,151.162638
-0.785714,10,151.249058
-0.738095,12,151.356427
-0.714286,13,151.477296
-0.785714,10,151.562308
-0.714286,13,151.672328
-0.785714,10,151.766199
-0.857143,7,151.83187
-0.785714,10,151.916037
-0.857143,7,151.975044
-0.785714,10,152.201316
-0.761905,11,152.29734
-9.809524,9,152.368459
-0.785714,10,152.453386
-0.857143,7,152.509818
-9.833333,8,152.574133
-0.738095,12,152.675055
-0.880952,6,152.732159
-0.761905,11,152.826501
-0.833333,8,152.900851
-0.833333,8,152.969632
-9.761905,11,153.055854
-0.738095,12,153.157758
-0.928571,4,153.196587
-0.785714,10,153.29063
-0.666667,15,153.421057
-0.738095,12,153.534601
-0.738095,12,153.633979
-0.785714,10,153.721962
-0.785714,10,153.806707
-0.761905,11,153.901219
-0.928571,4,153.933432
-0.690476,14,154.051725
-0.785714,10,154.141996
-0.785714,10,154.235762
-0.809524,9,154.319712
-0.690476,14,154.592179
-0.857143,7,154.659352
-0.785714,10,154.744797
-0.880952,6,154.79984
-9.642857,16,154.93164
-0.833333,8,155.002578
-0.833333,8,155.075509
-0.785714,10,155.17528
1.261905,12,155.283248
-0.809524,9,155.370677
-0.880952,6,155.428416
-0.857143,7,155.495851
-9.761905,11,155.599303
-0.666667,15,155.744974
-0.809524,9,155.832853
-0.809524,9,155.91866
1.190476,9,156.000472
-0.928571,4,156.038574
-0.785714,10,156.141023
-0.857143,7,156.202256
-0.928571,4,156.24153
-0.690476,14,156.371841
